OriginAirportCode	DestinationAirportCode	FlightDate	FinalScore	Total Dollar	Total Points	IsDomesticRoute	LastDayOfFare	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
SDQ	JFK	12/6/17 6:03	459.8	253.12	5205.6	0	2/6/18 6:00	1	1	1	1	1	1	1
GND	JFK	12/23/17 14:34	464.8	328.92	5205.6	0	3/27/18 14:36	1	1	0	1	0	1	1
GND	JFK	12/23/17 14:34	464.8	328.92	5205.6	0	3/27/18 14:36	1	1	0	1	0	1	1
LGB	JFK	12/7/17 15:04	465.98	198.49	5205.6	1	3/28/18 20:57	1	1	1	1	1	1	1
LGB	JFK	12/7/17 15:04	465.98	198.49	5205.6	1	3/28/18 20:57	1	1	1	1	1	1	1
SJU	JFK	1/10/18 7:00	466.51	180.2	5205.6	1	3/23/18 20:59	1	1	1	1	1	1	1
SJU	JFK	1/10/18 7:00	466.51	180.2	5205.6	1	3/23/18 20:59	1	1	1	1	1	1	1
RSW	JFK	12/6/17 19:53	467.64	173.89	5205.6	1	3/28/18 15:14	1	1	1	1	1	1	1
RSW	JFK	12/6/17 19:53	467.64	173.89	5205.6	1	3/28/18 15:14	1	1	1	1	1	1	1
SXM	JFK	12/7/17 16:11	475.75	314.74	5205.6	0	3/28/18 13:32	1	1	1	1	1	1	0
SXM	JFK	12/7/17 16:11	475.75	314.74	5205.6	0	3/28/18 13:32	1	1	1	1	1	1	0
SXM	JFK	12/7/17 16:11	479.01	308.74	5205.6	0	2/14/18 14:55	1	1	1	1	1	1	0
SXM	JFK	12/7/17 16:11	479.01	308.74	5205.6	0	2/14/18 14:55	1	1	1	1	1	1	0
ANU	JFK	12/21/17 17:15	482.37	239.92	5205.6	0	3/15/18 12:57	0	1	0	1	0	0	1
ANU	JFK	12/21/17 17:15	482.37	239.92	5205.6	0	3/15/18 12:57	0	1	0	1	0	0	1
PSE	JFK	12/7/17 6:00	487.3	162.2	5205.6	1	3/28/18 3:38	1	1	1	1	1	1	1
PSE	JFK	12/7/17 6:00	487.3	162.2	5205.6	1	3/28/18 3:38	1	1	1	1	1	1	1
SJU	JFK	1/10/18 7:00	488.4	183.2	5205.6	1	3/28/18 11:26	1	1	1	1	1	1	1
SJU	JFK	1/10/18 7:00	488.4	183.2	5205.6	1	3/28/18 11:26	1	1	1	1	1	1	1
LAX	JFK	12/6/17 0:40	490.8	182.45	5205.6	1	3/28/18 14:05	1	1	1	1	1	1	1
LAX	JFK	12/6/17 0:40	490.8	182.45	5205.6	1	3/28/18 14:05	1	1	1	1	1	1	1
GCM	JFK	12/20/17 12:36	492.4	312.48	5205.6	0	3/28/18 12:01	1	0	1	1	1	0	0
GCM	JFK	12/20/17 12:36	492.4	312.48	5205.6	0	3/28/18 12:01	1	0	1	1	1	0	0
HOU	JFK	1/17/18 11:20	493.9	118.26	5205.6	1	2/14/18 11:20	0	1	1	0	1	0	0
HOU	JFK	1/17/18 11:20	493.9	118.26	5205.6	1	2/14/18 11:20	0	1	1	0	1	0	0
PBI	JFK	12/16/17 7:15	494.32	103.28	5205.6	1	3/7/18 6:30	0	1	1	0	0	1	0
PBI	JFK	12/16/17 7:15	494.32	103.28	5205.6	1	3/7/18 6:30	0	1	1	0	0	1	0
SJU	JFK	1/13/18 20:59	494.32	155.2	5205.6	1	2/14/18 11:44	1	1	1	1	0	1	0
SJU	JFK	1/13/18 20:59	494.32	155.2	5205.6	1	2/14/18 11:44	1	1	1	1	0	1	0
JAX	JFK	12/6/17 5:30	497.37	148.21	5205.6	1	3/28/18 11:22	1	1	1	1	1	1	1
JAX	JFK	12/6/17 5:30	497.37	148.21	5205.6	1	3/28/18 11:22	1	1	1	1	1	1	1
GCM	JFK	12/7/17 13:05	499.9	363.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	1	1
GCM	JFK	12/7/17 13:05	499.9	363.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	500.4	208.92	5205.6	0	2/14/18 14:20	1	1	1	1	0	1	0
HAV	JFK	12/6/17 14:20	500.4	208.92	5205.6	0	2/14/18 14:20	1	1	1	1	0	1	0
PUJ	JFK	12/20/17 13:44	501.82	318.32	5205.6	0	3/28/18 15:05	1	1	1	1	1	0	1
PUJ	JFK	12/20/17 13:44	501.82	318.32	5205.6	0	3/28/18 15:05	1	1	1	1	1	0	1
GCM	JFK	12/7/17 13:05	508.2	359.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	1	1
GCM	JFK	12/7/17 13:05	508.2	359.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	1	1
ANU	JFK	12/7/17 17:12	512.4	263.92	5205.6	0	3/27/18 12:57	0	1	0	1	0	0	1
ANU	JFK	12/7/17 17:12	512.4	263.92	5205.6	0	3/27/18 12:57	0	1	0	1	0	0	1
RNO	JFK	12/14/17 23:59	514.91	200.4	5205.6	1	3/26/18 23:59	1	1	0	1	1	1	1
RNO	JFK	12/14/17 23:59	514.91	200.4	5205.6	1	3/26/18 23:59	1	1	0	1	1	1	1
PLS	JFK	12/6/17 16:31	528.48	314.92	5205.6	0	3/28/18 15:02	1	1	1	1	1	1	1
PLS	JFK	12/6/17 16:31	528.48	314.92	5205.6	0	3/28/18 15:02	1	1	1	1	1	1	1
PSE	JFK	12/7/17 6:00	529.2	156.2	5205.6	1	3/9/18 5:03	1	1	1	1	1	1	1
PSE	JFK	12/7/17 6:00	529.2	156.2	5205.6	1	3/9/18 5:03	1	1	1	1	1	1	1
GND	JFK	12/23/17 14:34	531.67	260.92	5205.6	0	3/26/18 14:36	1	1	0	1	0	0	1
GND	JFK	12/23/17 14:34	531.67	260.92	5205.6	0	3/26/18 14:36	1	1	0	1	0	0	1
PBI	JFK	12/14/17 7:15	533.4	119.33	5205.6	1	3/28/18 6:30	0	1	1	1	1	1	0
PBI	JFK	12/14/17 7:15	533.4	119.33	5205.6	1	3/28/18 6:30	0	1	1	1	1	1	0
GND	JFK	12/23/17 14:34	533.4	308.92	5205.6	0	3/27/18 14:36	1	1	0	1	0	1	1
GND	JFK	12/23/17 14:34	533.4	308.92	5205.6	0	3/27/18 14:36	1	1	0	1	0	1	1
LAX	JFK	12/6/17 0:40	541.8	166.4	5205.6	1	3/16/18 11:54	1	1	1	1	1	1	1
LAX	JFK	12/6/17 0:40	541.8	166.4	5205.6	1	3/16/18 11:54	1	1	1	1	1	1	1
FLL	JFK	12/14/17 7:40	546.53	120.4	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
FLL	JFK	12/14/17 7:40	546.53	120.4	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
SMF	JFK	12/13/17 23:14	547.51	251.75	5205.6	1	3/28/18 23:26	1	1	1	1	1	1	1
SMF	JFK	12/13/17 23:14	547.51	251.75	5205.6	1	3/28/18 23:26	1	1	1	1	1	1	1
LAX	JFK	12/13/17 8:30	550.32	139.66	5205.6	1	3/7/18 17:34	0	1	1	0	0	1	0
LAX	JFK	12/13/17 8:30	550.32	139.66	5205.6	1	3/7/18 17:34	0	1	1	0	0	1	0
AUA	JFK	12/13/17 14:51	552.11	321.92	5205.6	0	3/28/18 13:46	1	1	1	1	1	1	1
AUA	JFK	12/13/17 14:51	552.11	321.92	5205.6	0	3/28/18 13:46	1	1	1	1	1	1	1
CUN	JFK	12/1/17 12:46	556.92	311.78	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	1
SJC	JFK	12/6/17 21:54	570.4	225.24	5205.6	1	3/28/18 22:07	1	1	1	1	1	1	1
SJC	JFK	12/6/17 21:54	570.4	225.24	5205.6	1	3/28/18 22:07	1	1	1	1	1	1	1
SAN	JFK	12/13/17 21:20	570.4	217.75	5205.6	1	3/28/18 11:52	1	1	1	1	1	1	1
SAN	JFK	12/13/17 21:20	570.4	217.75	5205.6	1	3/28/18 11:52	1	1	1	1	1	1	1
BOS	JFK	12/6/17 21:35	570.99	64.77	5205.6	1	2/14/18 10:16	1	1	1	1	0	1	0
BOS	JFK	12/6/17 21:35	570.99	64.77	5205.6	1	2/14/18 10:16	1	1	1	1	0	1	0
SAV	JFK	12/6/17 17:52	572.76	106.49	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	572.76	106.49	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
LGB	JFK	12/12/17 21:05	575	182.45	5205.6	1	3/28/18 20:57	1	1	1	1	1	1	1
LGB	JFK	12/12/17 21:05	575	182.45	5205.6	1	3/28/18 20:57	1	1	1	1	1	1	1
RDU	JFK	12/24/17 20:25	575	134.31	5205.6	1	3/28/18 20:21	1	1	1	1	1	1	1
RDU	JFK	12/24/17 20:25	575	134.31	5205.6	1	3/28/18 20:21	1	1	1	1	1	1	1
MSY	JFK	12/6/17 9:47	579.6	215.61	5205.6	1	3/28/18 12:02	1	1	1	1	1	1	0
MSY	JFK	12/6/17 9:47	579.6	215.61	5205.6	1	3/28/18 12:02	1	1	1	1	1	1	0
SYR	JFK	12/19/17 18:35	580.56	70.12	5205.6	1	2/14/18 18:35	0	1	1	0	0	1	0
SYR	JFK	12/19/17 18:35	580.56	70.12	5205.6	1	2/14/18 18:35	0	1	1	0	0	1	0
PLS	JFK	12/6/17 16:31	585.6	296.92	5205.6	0	3/28/18 15:02	1	1	1	1	1	1	1
PLS	JFK	12/6/17 16:31	585.6	296.92	5205.6	0	3/28/18 15:02	1	1	1	1	1	1	1
GCM	JFK	12/20/17 12:36	589.49	334.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	0	1
GCM	JFK	12/20/17 12:36	589.49	334.48	5205.6	0	3/28/18 12:01	1	1	1	1	1	0	1
RNO	JFK	12/14/17 23:59	591.78	176.86	5205.6	1	3/26/18 23:59	1	1	0	1	1	1	1
RNO	JFK	12/14/17 23:59	591.78	176.86	5205.6	1	3/26/18 23:59	1	1	0	1	1	1	1
SFO	JFK	12/6/17 13:28	593.06	193.14	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
SFO	JFK	12/6/17 13:28	593.06	193.14	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
FLL	JFK	12/13/17 20:53	593.4	132.17	5205.6	1	3/28/18 8:41	1	1	1	1	1	1	1
FLL	JFK	12/13/17 20:53	593.4	132.17	5205.6	1	3/28/18 8:41	1	1	1	1	1	1	1
SAN	JFK	12/13/17 21:20	593.76	150.35	5205.6	1	3/7/18 21:24	0	1	1	0	0	1	0
SAN	JFK	12/13/17 21:20	593.76	150.35	5205.6	1	3/7/18 21:24	0	1	1	0	0	1	0
RSW	JFK	12/6/17 19:53	594.22	134.31	5205.6	1	2/14/18 15:10	1	1	1	1	0	1	0
RSW	JFK	12/6/17 19:53	594.22	134.31	5205.6	1	2/14/18 15:10	1	1	1	1	0	1	0
FLL	JFK	12/14/17 7:40	594.22	110.77	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
FLL	JFK	12/14/17 7:40	594.22	110.77	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
SRQ	JFK	12/6/17 14:46	595.87	179.24	5205.6	1	3/15/18 13:50	1	1	1	1	1	1	1
SRQ	JFK	12/6/17 14:46	595.87	179.24	5205.6	1	3/15/18 13:50	1	1	1	1	1	1	1
LGB	JFK	12/13/17 15:04	596.32	139.66	5205.6	1	3/7/18 14:54	0	1	1	0	0	1	0
LGB	JFK	12/13/17 15:04	596.32	139.66	5205.6	1	3/7/18 14:54	0	1	1	0	0	1	0
PBI	JFK	12/16/17 7:15	598.18	113.98	5205.6	1	3/28/18 6:30	0	1	1	1	1	1	0
PBI	JFK	12/16/17 7:15	598.18	113.98	5205.6	1	3/28/18 6:30	0	1	1	1	1	1	0
HAV	JFK	12/2/17 14:20	599.88	253.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
HAV	JFK	12/2/17 14:20	599.88	253.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
SRQ	JFK	12/6/17 14:46	601.36	127.89	5205.6	1	2/16/18 13:37	0	1	1	1	1	0	0
SRQ	JFK	12/6/17 14:46	601.36	127.89	5205.6	1	2/16/18 13:37	0	1	1	1	1	0	0
PSE	JFK	1/18/18 6:00	601.44	137.2	5205.6	1	3/9/18 5:03	1	0	1	1	1	1	1
PSE	JFK	1/18/18 6:00	601.44	137.2	5205.6	1	3/9/18 5:03	1	0	1	1	1	1	1
OAK	JFK	12/6/17 22:12	602.48	193.14	5205.6	1	3/26/18 22:07	1	0	0	1	1	1	1
OAK	JFK	12/6/17 22:12	602.48	193.14	5205.6	1	3/26/18 22:07	1	0	0	1	1	1	1
RDU	JFK	1/13/18 19:21	606.4	107.56	5205.6	1	2/14/18 9:55	1	1	1	1	0	1	0
RDU	JFK	1/13/18 19:21	606.4	107.56	5205.6	1	2/14/18 9:55	1	1	1	1	0	1	0
MCO	JFK	12/6/17 21:39	607.08	97.95	5205.6	1	3/28/18 15:15	0	1	1	1	1	1	1
MCO	JFK	12/6/17 21:39	607.08	97.95	5205.6	1	3/28/18 15:15	0	1	1	1	1	1	1
BQN	JFK	1/13/18 6:04	611.36	131.2	5205.6	1	2/14/18 6:00	1	1	1	1	0	1	0
BQN	JFK	1/13/18 6:04	611.36	131.2	5205.6	1	2/14/18 6:00	1	1	1	1	0	1	0
SLC	JFK	12/13/17 22:45	613.84	131.1	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
SLC	JFK	12/13/17 22:45	613.84	131.1	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
DAB	JFK	12/6/17 12:01	625.84	102.21	5205.6	1	2/14/18 11:25	1	1	1	1	0	1	0
DAB	JFK	12/6/17 12:01	625.84	102.21	5205.6	1	2/14/18 11:25	1	1	1	1	0	1	0
ROC	JFK	12/13/17 15:49	628.16	80.82	5205.6	1	2/13/18 16:31	0	1	1	0	0	1	0
ROC	JFK	12/13/17 15:49	628.16	80.82	5205.6	1	2/13/18 16:31	0	1	1	0	0	1	0
RSW	JFK	12/6/17 19:53	628.63	138.59	5205.6	1	3/7/18 18:55	1	1	1	1	0	1	0
RSW	JFK	12/6/17 19:53	628.63	138.59	5205.6	1	3/7/18 18:55	1	1	1	1	0	1	0
LGB	JFK	12/12/17 21:05	628.63	166.4	5205.6	1	3/16/18 20:57	1	1	1	1	1	1	1
LGB	JFK	12/12/17 21:05	628.63	166.4	5205.6	1	3/16/18 20:57	1	1	1	1	1	1	1
AUA	JFK	12/13/17 14:51	628.63	281.92	5205.6	0	3/28/18 13:46	1	1	1	1	1	0	0
AUA	JFK	12/13/17 14:51	628.63	281.92	5205.6	0	3/28/18 13:46	1	1	1	1	1	0	0
SJU	JFK	1/10/18 7:00	628.63	158.2	5205.6	1	3/23/18 20:59	1	1	1	1	1	1	1
SJU	JFK	1/10/18 7:00	628.63	158.2	5205.6	1	3/23/18 20:59	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	634.45	100.07	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	634.45	100.07	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
PHX	JFK	12/7/17 22:48	640.81	201.7	5205.6	1	3/28/18 23:33	1	1	1	1	1	1	1
PHX	JFK	12/7/17 22:48	640.81	201.7	5205.6	1	3/28/18 23:33	1	1	1	1	1	1	1
GND	JFK	12/23/17 14:34	641.52	278.92	5205.6	0	3/26/18 14:36	1	1	0	1	0	1	1
GND	JFK	12/23/17 14:34	641.52	278.92	5205.6	0	3/26/18 14:36	1	1	0	1	0	1	1
SAV	JFK	12/6/17 17:52	643.02	95.8	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	643.02	95.8	5205.6	1	3/28/18 18:59	1	1	1	1	1	1	1
CUN	JFK	12/1/17 12:46	643.54	279.38	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	1
CUN	JFK	12/1/17 12:46	643.54	279.38	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	643.54	102.21	5205.6	1	3/28/18 14:34	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	643.54	102.21	5205.6	1	3/28/18 14:34	1	1	1	1	1	1	1
MCO	JFK	12/12/17 21:39	644.8	86.17	5205.6	1	3/28/18 15:15	0	1	1	1	1	1	1
MCO	JFK	12/12/17 21:39	644.8	86.17	5205.6	1	3/28/18 15:15	0	1	1	1	1	1	1
ORD	JFK	12/5/17 10:43	646.24	85.1	5205.6	1	3/6/18 10:42	0	1	1	1	0	0	0
ORD	JFK	12/5/17 10:43	646.24	85.1	5205.6	1	3/6/18 10:42	0	1	1	1	0	0	0
HAV	JFK	12/6/17 14:20	648.79	210.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	648.79	210.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
FLL	JFK	12/14/17 7:40	650.18	97.95	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
FLL	JFK	12/14/17 7:40	650.18	97.95	5205.6	1	3/28/18 8:41	0	1	1	1	1	1	0
BQN	JFK	12/24/17 11:07	652.56	175.2	5205.6	1	3/28/18 5:02	1	1	1	1	1	1	1
BQN	JFK	12/24/17 11:07	652.56	175.2	5205.6	1	3/28/18 5:02	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	652.78	91.52	5205.6	1	3/27/18 9:22	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	652.78	91.52	5205.6	1	3/27/18 9:22	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	657.11	224.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	657.11	224.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
MSY	JFK	12/6/17 9:47	662.04	203.84	5205.6	1	3/28/18 12:02	1	1	1	1	1	1	0
MSY	JFK	12/6/17 9:47	662.04	203.84	5205.6	1	3/28/18 12:02	1	1	1	1	1	1	0
DEN	JFK	1/9/18 23:59	665.2	123.61	5205.6	1	3/8/18 23:59	1	1	1	0	0	0	0
DEN	JFK	1/9/18 23:59	665.2	123.61	5205.6	1	3/8/18 23:59	1	1	1	0	0	0	0
LAS	JFK	1/10/18 7:00	667.2	140.73	5205.6	1	3/7/18 22:00	0	1	1	0	0	1	0
LAS	JFK	1/10/18 7:00	667.2	140.73	5205.6	1	3/7/18 22:00	0	1	1	0	0	1	0
OAK	JFK	12/6/17 22:12	668.64	171.75	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
OAK	JFK	12/6/17 22:12	668.64	171.75	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
SLC	JFK	12/13/17 22:45	670.13	155.7	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
SLC	JFK	12/13/17 22:45	670.13	155.7	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
SFO	JFK	12/6/17 13:28	670.68	171.75	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
SFO	JFK	12/6/17 13:28	670.68	171.75	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
ORD	JFK	12/5/17 10:43	672.39	97.95	5205.6	1	3/28/18 10:42	0	1	1	1	0	0	0
ORD	JFK	12/5/17 10:43	672.39	97.95	5205.6	1	3/28/18 10:42	0	1	1	1	0	0	0
CUN	JFK	12/1/17 12:46	672.63	250.18	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	0
PWM	JFK	12/16/17 5:34	673.04	54.07	5205.6	1	1/10/18 15:14	0	0	0	0	0	1	1
PWM	JFK	12/16/17 5:34	673.04	54.07	5205.6	1	1/10/18 15:14	0	0	0	0	0	1	1
JAX	JFK	12/6/17 5:30	673.36	107.56	5205.6	1	2/14/18 11:27	1	1	1	1	0	1	0
JAX	JFK	12/6/17 5:30	673.36	107.56	5205.6	1	2/14/18 11:27	1	1	1	1	0	1	0
MSY	JFK	12/6/17 9:47	675.04	118.26	5205.6	1	2/8/18 17:46	0	1	1	1	0	1	0
MSY	JFK	12/6/17 9:47	675.04	118.26	5205.6	1	2/8/18 17:46	0	1	1	1	0	1	0
SRQ	JFK	12/6/17 14:46	677.19	112.91	5205.6	1	2/16/18 13:37	0	1	1	1	1	0	0
SRQ	JFK	12/6/17 14:46	677.19	112.91	5205.6	1	2/16/18 13:37	0	1	1	1	1	0	0
SMF	JFK	12/13/17 23:14	679.65	225	5205.6	1	3/28/18 23:26	1	1	1	1	1	1	1
SMF	JFK	12/13/17 23:14	679.65	225	5205.6	1	3/28/18 23:26	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	679.91	75.47	5205.6	1	2/14/18 10:56	1	1	1	1	0	1	0
BTV	JFK	12/6/17 5:30	679.91	75.47	5205.6	1	2/14/18 10:56	1	1	1	1	0	1	0
SYR	JFK	12/6/17 11:05	680.14	91.52	5205.6	1	3/27/18 18:32	1	1	1	1	1	1	1
SYR	JFK	12/6/17 11:05	680.14	91.52	5205.6	1	3/27/18 18:32	1	1	1	1	1	1	1
PWM	JFK	12/6/17 5:39	681	96.85	5205.6	1	3/27/18 5:37	1	1	1	1	1	1	1
PWM	JFK	12/6/17 5:39	681	96.85	5205.6	1	3/27/18 5:37	1	1	1	1	1	1	1
BQN	JFK	1/11/18 6:04	684.28	155.2	5205.6	1	3/15/18 5:02	1	1	1	1	1	1	1
BQN	JFK	1/11/18 6:04	684.28	155.2	5205.6	1	3/15/18 5:02	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	686.27	238.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
HAV	JFK	12/6/17 14:20	686.27	238.92	5205.6	0	3/28/18 14:20	1	1	1	1	1	1	1
RNO	JFK	12/14/17 23:59	688.05	160.82	5205.6	1	3/14/18 23:59	1	0	0	1	1	1	1
RNO	JFK	12/14/17 23:59	688.05	160.82	5205.6	1	3/14/18 23:59	1	0	0	1	1	1	1
SYR	JFK	12/6/17 11:05	688.5	85.1	5205.6	1	3/27/18 18:32	1	1	1	1	1	1	1
SYR	JFK	12/6/17 11:05	688.5	85.1	5205.6	1	3/27/18 18:32	1	1	1	1	1	1	1
PDX	JFK	1/5/18 22:58	689.01	139.66	5205.6	1	3/7/18 22:37	0	0	1	1	1	0	1
PDX	JFK	1/5/18 22:58	689.01	139.66	5205.6	1	3/7/18 22:37	0	0	1	1	1	0	1
OAK	JFK	12/6/17 22:12	695.94	166.4	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
OAK	JFK	12/6/17 22:12	695.94	166.4	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
SFO	JFK	12/6/17 13:28	706.21	166.4	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
SFO	JFK	12/6/17 13:28	706.21	166.4	5205.6	1	3/28/18 21:10	1	1	1	1	1	1	1
JAX	JFK	12/6/17 5:30	710.58	121.47	5205.6	1	3/28/18 11:22	1	1	1	1	1	1	1
JAX	JFK	12/6/17 5:30	710.58	121.47	5205.6	1	3/28/18 11:22	1	1	1	1	1	1	1
PWM	JFK	12/6/17 5:39	718.62	80.82	5205.6	1	2/14/18 15:14	1	1	1	1	1	1	1
PWM	JFK	12/6/17 5:39	718.62	80.82	5205.6	1	2/14/18 15:14	1	1	1	1	1	1	1
SYR	JFK	12/6/17 11:05	718.62	75.47	5205.6	1	2/14/18 18:35	1	1	1	1	0	1	0
SYR	JFK	12/6/17 11:05	718.62	75.47	5205.6	1	2/14/18 18:35	1	1	1	1	0	1	0
SLC	JFK	12/13/17 22:45	723.04	134.31	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
SLC	JFK	12/13/17 22:45	723.04	134.31	5205.6	1	3/12/18 23:18	0	1	1	1	1	0	0
CUN	JFK	12/1/17 12:46	723.69	254.38	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	0
CUN	JFK	12/1/17 12:46	723.69	254.38	5205.6	0	3/28/18 15:23	1	1	1	1	1	1	0
PDX	JFK	12/6/17 22:56	726.07	166.4	5205.6	1	3/28/18 22:37	1	1	1	1	1	0	1
PDX	JFK	12/6/17 22:56	726.07	166.4	5205.6	1	3/28/18 22:37	1	1	1	1	1	0	1
LGB	JFK	12/13/17 15:04	726.07	150.35	5205.6	1	3/7/18 14:54	1	1	1	1	1	1	1
LGB	JFK	12/13/17 15:04	726.07	150.35	5205.6	1	3/7/18 14:54	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	727.49	86.17	5205.6	1	3/27/18 9:22	1	1	1	1	1	1	1
BTV	JFK	12/6/17 5:30	727.49	86.17	5205.6	1	3/27/18 9:22	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	728.06	86.17	5205.6	1	3/7/18 10:03	1	1	1	1	1	1	1
SAV	JFK	12/6/17 17:52	728.06	86.17	5205.6	1	3/7/18 10:03	1	1	1	1	1	1	1
RDU	JFK	12/24/17 20:25	732.36	123.61	5205.6	1	3/28/18 20:21	1	1	1	1	1	1	1
RDU	JFK	12/24/17 20:25	732.36	123.61	5205.6	1	3/28/18 20:21	1	1	1	1	1	1	1
MSY	JFK	12/6/17 9:47	736.69	181.38	5205.6	1	3/28/18 12:02	0	1	1	1	1	1	0
MSY	JFK	12/6/17 9:47	736.69	181.38	5205.6	1	3/28/18 12:02	0	1	1	1	1	1	0
PHX	JFK	12/7/17 22:48	736.69	194.21	5205.6	1	3/28/18 23:33	1	1	1	1	1	1	1
SAN	JFK	12/13/17 21:20	736.99	163.19	5205.6	1	3/7/18 21:24	1	1	1	1	1	1	1
SAN	JFK	12/13/17 21:20	736.99	163.19	5205.6	1	3/7/18 21:24	1	1	1	1	1	1	1
ROC	JFK	12/6/17 15:49	739.7	96.85	5205.6	1	3/27/18 15:58	1	1	1	1	1	1	1
ROC	JFK	12/6/17 15:49	739.7	96.85	5205.6	1	3/27/18 15:58	1	1	1	1	1	1	1
CHS	JFK	12/6/17 10:31	740.43	75.47	5205.6	1	2/14/18 10:03	1	1	1	1	0	1	0
CHS	JFK	12/6/17 10:31	740.43	75.47	5205.6	1	2/14/18 10:03	1	1	1	1	0	1	0
SJC	JFK	12/6/17 21:54	740.94	193.14	5205.6	1	3/28/18 22:07	1	1	1	1	1	0	1
SJC	JFK	12/6/17 21:54	740.94	193.14	5205.6	1	3/28/18 22:07	1	1	1	1	1	0	1
PHX	JFK	12/7/17 22:48	740.94	193.14	5205.6	1	3/28/18 23:33	1	1	1	1	1	1	1
PHX	JFK	12/7/17 22:48	740.94	193.14	5205.6	1	3/28/18 23:33	1	1	1	1	1	1	1
BUR	JFK	12/13/17 21:30	742.32	136.66	5205.6	1	3/7/18 21:38	0	1	1	0	0	1	0
BUR	JFK	12/13/17 21:30	742.32	136.66	5205.6	1	3/7/18 21:38	0	1	1	0	0	1	0
ROC	JFK	12/6/17 15:49	745.2	99.02	5205.6	1	3/27/18 15:58	1	1	1	1	1	1	1
ROC	JFK	12/6/17 15:49	745.2	99.02	5205.6	1	3/27/18 15:58	1	1	1	1	1	1	1
TPA	JFK	12/6/17 21:26	749.45	139.66	5205.6	1	3/28/18 15:20	1	1	1	1	1	1	1
TPA	JFK	12/6/17 21:26	749.45	139.66	5205.6	1	3/28/18 15:20	1	1	1	1	1	1	1
TPA	JFK	12/6/17 21:26	751.45	123.61	5205.6	1	2/14/18 7:00	1	1	1	1	0	1	0
TPA	JFK	12/6/17 21:26	751.45	123.61	5205.6	1	2/14/18 7:00	1	1	1	1	0	1	0
OAK	JFK	12/13/17 22:12	751.48	155.7	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
OAK	JFK	12/13/17 22:12	751.48	155.7	5205.6	1	3/26/18 22:07	1	0	0	1	1	0	1
